""    ,"business_id"           ,"word1"     ,"word2"      ,"word3"      ,"word1_label","word2_label","word3_lable","suggestion1"                                                                              ,"suggestion2"                                                                              ,"suggestions3"                                                               ,"average_rating"
"19"  ,"ERoYrBHNmTEEChY3RGaOGQ","breakfast" ,NA           ,"service"    ,"food"       ,NA           ,"service"    ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,NA                                                                                         ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"4.40826873385013"
"20"  ,"QF_XZtqJqyyaUjNop7uS_A",NA          ,"sauce"      ,"service"    ,NA           ,"food"       ,"service"    ,NA                                                                                         ,"You are doing well in food, specifically sauce.
Because comments related to sauceis not statistically lower than your average ratings"     ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"3.56972111553785"
"21"  ,"YmwVfCuwD3cW7vh57BaH-Q",NA          ,"music"      ,"service"    ,NA           ,"environment","service"    ,NA                                                                                         ,"You are doing well in environment, specifically music.
Because comments related to musicis not statistically lower than your average ratings"     ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"3.54545454545455"
"22"  ,"sZA0keiME0I0IXSh_zPZGw","breakfast" ,"toast"      ,"service"    ,"food"       ,"food"       ,"service"    ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You are doing well in food, specifically toast.
Because comments related to toastis not statistically lower than your average ratings"     ,"You should improve the quality of service, specifically service.
Because negative comments are mostly related to service."            ,"3.63636363636364"
"23"  ,"w3HSOOqJednBOYbO3fajvQ",NA          ,"steak"      ,"service"    ,NA           ,"food"       ,"service"    ,NA                                                                                         ,"You are doing well in food, specifically steak.
Because comments related to steakis not statistically lower than your average ratings"     ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"3.97674418604651"
"24"  ,"P6u9VBwU20tkfEKIlmrOTA","service"   ,"pork"       ,"order"      ,"service"    ,"food"       ,"service"    ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You are doing well in food, specifically pork.
Because comments related to porkis not statistically lower than your average ratings"      ,"You should improve the quality of service, specifically order.
Because negative comments are mostly related to order."              ,"3.1078431372549"
"25"  ,"tCbdrRPZA0oiIYSmHG3J0w","breakfast" ,"coffee"     ,"tomato"     ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You should improve the quality of food, specifically tomato.
Because negative comments are mostly related to tomato."                ,"4.1937984496124"
"26"  ,"vo1MjyIvHbAJ93PasKHIRg","service"   ,"brunch"     ,"order"      ,"service"    ,"food"       ,"service"    ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You are doing well in food, specifically brunch.
Because comments related to brunchis not statistically lower than your average ratings"    ,"You should improve the quality of service, specifically order.
Because negative comments are mostly related to order."              ,"3.97972972972973"
"27"  ,"N_sZ_nR1eI2hBnILDjDYGQ",NA          ,"latte"      ,"coffee"     ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically latte.
Because comments related to latteis not statistically lower than your average ratings"     ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"4.2271186440678"
"28"  ,"NensKn1MSVU_rm-1Y6WlFA","breakfast" ,"rice"       ,"service"    ,"food"       ,"food"       ,"service"    ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You are doing well in food, specifically rice.
Because comments related to riceis not statistically lower than your average ratings"      ,"You should improve the quality of service, specifically service.
Because negative comments are mostly related to service."            ,"3.96842105263158"
"29"  ,"aV1hz0DR6uQhgfJeukwcIA","service"   ,"menu"       ,"bowl"       ,"service"    ,"food"       ,"food"       ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You are doing well in food, specifically menu.
Because comments related to menuis not statistically lower than your average ratings"      ,"You should improve the quality of food, specifically bowl.
Because negative comments are mostly related to bowl."                  ,"3.58064516129032"
"30"  ,"b8hOuhfKH_NSacq22pw8Sg",NA          ,"staff"      ,"coffee"     ,NA           ,"service"    ,"food"       ,NA                                                                                         ,"You should improve the quality of service, specifically staff.
Because comments related to staffis statistically lower than your average ratings"         ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"3.86473429951691"
"31"  ,"r-hWf-bd9im5rj_l2MeofQ","coffee"    ,NA           ,"service"    ,"food"       ,NA           ,"service"    ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,NA                                                                                         ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"3.83333333333333"
"32"  ,"rXxC_ZH58EItO3m5PASzEA",NA          ,"latte"      ,"coffee"     ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically latte.
Because comments related to latteis not statistically lower than your average ratings"     ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"4.31944444444444"
"33"  ,"9lZwmUL1gw79BzSSjNRdUw","coffee"    ,NA           ,"service"    ,"food"       ,NA           ,"service"    ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,NA                                                                                         ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"4.21533923303835"
"34"  ,"V9vIyyUgwLlhF3g3AoYZUA","chicken"   ,"menu"       ,"plate"      ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically chicken.
Because comments related to chickenis not statistically lower than your average ratings"   ,"You are doing well in food, specifically menu.
Because comments related to menuis not statistically lower than your average ratings"      ,"You should improve the quality of food, specifically plate.
Because negative comments are mostly related to plate."                 ,"4.49019607843137"
"35"  ,"3cLBtLFiH8IRdlEy9S8RiQ","service"   ,NA           ,"order"      ,"service"    ,NA           ,"service"    ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,NA                                                                                         ,"You should offer more stable service quality, specifically order.
Because there are many postive and negative comments related to order."      ,"4.30455635491607"
"36"  ,"YP-hmecnBsb_zr2mBdh6Ow",NA          ,"breakfast"  ,"coffee"     ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"4.13680781758958"
"37"  ,"TVNkW6-qI68P0971olXhKg",NA          ,"sandwich"   ,"lunch"      ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically sandwich.
Because comments related to sandwichis not statistically lower than your average ratings"  ,"You should offer more stable food quality, specifically lunch.
Because there are many postive and negative comments related to lunch."      ,"1.76923076923077"
"38"  ,"8--tWZ3ovFCwT9Fs5Mjvbw","breakfast" ,"service"    ,"coffee"     ,"food"       ,"service"    ,"food"       ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should improve the quality of food, specifically coffee.
Because negative comments are mostly related to coffee."                ,"4.0748031496063"
"39"  ,"Z7el8tD1s7WF7p9J_D6BQg","breakfast" ,"service"    ,"hour"       ,"food"       ,"service"    ,"service"    ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You should improve the quality of service, specifically service.
Because comments related to serviceis statistically lower than your average ratings"       ,"You should improve the quality of service, specifically hour.
Because negative comments are mostly related to hour."               ,"3.73529411764706"
"40"  ,"Hf32W0LKC5lJZ1U0ADIC-w",NA          ,"taste"      ,"chocolate"  ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically taste.
Because comments related to tasteis not statistically lower than your average ratings"     ,"You should offer more stable food quality, specifically chocolate.
Because there are many postive and negative comments related to chocolate."  ,"4.31372549019608"
"41"  ,"2I1zJBC3QVMM0o3Awa_SfA",NA          ,"order"      ,"chicken"    ,NA           ,"service"    ,"food"       ,NA                                                                                         ,"You are doing well in service, specifically order.
Because comments related to orderis not statistically lower than your average ratings"     ,"You should offer more stable food quality, specifically chicken.
Because there are many postive and negative comments related to chicken."    ,"3.53125"
"42"  ,"P-5Ze1LN_KqrWBhha-kJTA","coffee"    ,"cinnamon"   ,"lunch"      ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in food, specifically cinnamon.
Because comments related to cinnamonis not statistically lower than your average ratings"  ,"You should improve the quality of food, specifically lunch.
Because negative comments are mostly related to lunch."                 ,"4.58536585365854"
"43"  ,"iQr4p4LxH3zi3Qx5a74ZoA","breakfast" ,"service"    ,"cheese"     ,"food"       ,"service"    ,"food"       ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should improve the quality of food, specifically cheese.
Because negative comments are mostly related to cheese."                ,"4.10084033613445"
"44"  ,"tdw3YB_dlFPlA42PGMfwSQ","breakfast" ,"coffee"     ,"service"    ,"food"       ,"food"       ,"service"    ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You should improve the quality of service, specifically service.
Because negative comments are mostly related to service."            ,"4.05128205128205"
"45"  ,"3NKTxEw_q_C1AWpoeSEeHQ","menu"      ,"burger"     ,"order"      ,"food"       ,"food"       ,"service"    ,"You are doing well in food, specifically menu.
Because comments related to menuis not statistically lower than your average ratings"      ,"You are doing well in food, specifically burger.
Because comments related to burgeris not statistically lower than your average ratings"    ,"You should improve the quality of service, specifically order.
Because negative comments are mostly related to order."              ,"4.36363636363636"
"46"  ,"QAbqOn5VhO4k15_wfSQdvg",NA          ,"service"    ,"coffee"     ,NA           ,"service"    ,"food"       ,NA                                                                                         ,"You should improve the quality of service, specifically service.
Because comments related to serviceis statistically lower than your average ratings"       ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"3.7641196013289"
"47"  ,"EpHB3Lj42SmAKPVP4GOE7Q",NA          ,"chocolate"  ,"donut"      ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically chocolate.
Because comments related to chocolateis not statistically lower than your average ratings" ,"You should offer more stable food quality, specifically donut.
Because there are many postive and negative comments related to donut."      ,"4.17130307467057"
"48"  ,"XgwuAwl2yLDF5hv611NKLA","coffee"    ,"staff"      ,"sandwich"   ,"food"       ,"service"    ,"food"       ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in service, specifically staff.
Because comments related to staffis not statistically lower than your average ratings"     ,"You should improve the quality of food, specifically sandwich.
Because negative comments are mostly related to sandwich."              ,"3.09090909090909"
"49"  ,"Xrt4yzOPHc6w-GfYDApU2g",NA          ,"cappuccino" ,"coffee"     ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically cappuccino.
Because comments related to cappuccinois not statistically lower than your average ratings","You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"4"
"50"  ,"RabRnRZeCMu_uGTnAUUTaA","chicken"   ,NA           ,"coffee"     ,"food"       ,NA           ,"food"       ,"You are doing well in food, specifically chicken.
Because comments related to chickenis not statistically lower than your average ratings"   ,NA                                                                                         ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"3.94152046783626"
"51"  ,"mchBqbUa0XU5EbaCyEA1pw",NA          ,"menu"       ,"coffee"     ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically menu.
Because comments related to menuis not statistically lower than your average ratings"      ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"3.39285714285714"
"52"  ,"TQxHoUZNzVOoBnHm0aMkpA",NA          ,"breakfast"  ,"coffee"     ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"3.90683229813665"
"53"  ,"VxPDE6v7iaC4CpzAhXJd7Q","service"   ,"wait"       ,"order"      ,"service"    ,"service"    ,"service"    ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should improve the quality of service, specifically wait.
Because comments related to waitis statistically lower than your average ratings"          ,"You should improve the quality of service, specifically order.
Because negative comments are mostly related to order."              ,"4.11042944785276"
"54"  ,"Bo30wYCWWy5M9g1W7GQ5SQ",NA          ,"dinner"     ,"service"    ,NA           ,"food"       ,"service"    ,NA                                                                                         ,"You are doing well in food, specifically dinner.
Because comments related to dinneris not statistically lower than your average ratings"    ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"4"
"55"  ,"kyE_aN-IFmMd65wNjvp2aQ","waffle"    ,"coffee"     ,"order"      ,"food"       ,"food"       ,"service"    ,"You are doing well in food, specifically waffle.
Because comments related to waffleis not statistically lower than your average ratings"    ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You should improve the quality of service, specifically order.
Because negative comments are mostly related to order."              ,"4.375"
"56"  ,"3GAYrC3z_XaNP2k8qJP-lg","chef"      ,NA           ,"water"      ,"service"    ,NA           ,"food"       ,"You are doing well in service, specifically chef.
Because comments related to chefis not statistically lower than your average ratings"      ,NA                                                                                         ,"You should improve the quality of food, specifically water.
Because negative comments are mostly related to water."                 ,"3.94117647058824"
"57"  ,"5khcOme3msVtnlB2ATY7IQ",NA          ,"bread"      ,"service"    ,NA           ,"food"       ,"service"    ,NA                                                                                         ,"You should improve the quality of food, specifically bread.
Because comments related to breadis statistically lower than your average ratings"         ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"3.48484848484848"
"58"  ,"D8wLWZiMlw12B2ftoQAm3Q",NA          ,"sandwich"   ,"service"    ,NA           ,"food"       ,"service"    ,NA                                                                                         ,"You are doing well in food, specifically sandwich.
Because comments related to sandwichis not statistically lower than your average ratings"  ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"3.43548387096774"
"59"  ,"3uFjkB4yofEbq8iLpDG1dw","beer"      ,"coffee"     ,"chicken"    ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically beer.
Because comments related to beeris not statistically lower than your average ratings"      ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You should improve the quality of food, specifically chicken.
Because negative comments are mostly related to chicken."               ,"3.64285714285714"
"60"  ,"2wHpbGC_lZJhrcKgIPfR1Q",NA          ,"lunch"      ,"coffee"     ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically lunch.
Because comments related to lunchis not statistically lower than your average ratings"     ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"4.19642857142857"
"61"  ,"JOwaEHbrMGOPXHeQ4Iijdw","pizza"     ,NA           ,"service"    ,"food"       ,NA           ,"service"    ,"You are doing well in food, specifically pizza.
Because comments related to pizzais not statistically lower than your average ratings"     ,NA                                                                                         ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"3.78494623655914"
"62"  ,"bodM9TsoZIktedqrIwY6mg","coffee"    ,NA           ,"room"       ,"food"       ,NA           ,"environment","You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,NA                                                                                         ,"You should offer more stable environment quality, specifically room.
Because there are many postive and negative comments related to room."       ,"4.5655737704918"
"63"  ,"Na82-d0fbHN5lMqr4LJsrA","coffee"    ,"location"   ,"drink"      ,"food"       ,"environment","food"       ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in environment, specifically location.
Because comments related to locationis not statistically lower than your average ratings"  ,"You should improve the quality of food, specifically drink.
Because negative comments are mostly related to drink."                 ,"3.11538461538462"
"64"  ,"0jFrTHMEyIlHX0i_185tnw","bread"     ,"cream"      ,"sit"        ,"food"       ,"food"       ,"environment","You are doing well in food, specifically bread.
Because comments related to breadis not statistically lower than your average ratings"     ,"You are doing well in food, specifically cream.
Because comments related to creamis not statistically lower than your average ratings"     ,"You should improve the quality of environment, specifically sit.
Because negative comments are mostly related to sit."            ,"4.61488673139159"
"65"  ,"DtxcnHdxxuktlf6g4nhOSg","toast"     ,"pasta"      ,"service"    ,"food"       ,"food"       ,"service"    ,"You are doing well in food, specifically toast.
Because comments related to toastis not statistically lower than your average ratings"     ,"You are doing well in food, specifically pasta.
Because comments related to pastais not statistically lower than your average ratings"     ,"You should improve the quality of service, specifically service.
Because negative comments are mostly related to service."            ,"2.93243243243243"
"66"  ,"GzlroXsuFyMDv8qS2VM3kw",NA          ,"service"    ,"coffee"     ,NA           ,"service"    ,"food"       ,NA                                                                                         ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"4"
"67"  ,"dLu5q8SwDc2MujQ2PeRM4A",NA          ,"service"    ,"breakfast"  ,NA           ,"service"    ,"food"       ,NA                                                                                         ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should offer more stable food quality, specifically breakfast.
Because there are many postive and negative comments related to breakfast."  ,"3.88235294117647"
"68"  ,"zhBB-72ki_HUCrwj_BcQsQ",NA          ,"lunch"      ,"pasta"      ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically lunch.
Because comments related to lunchis not statistically lower than your average ratings"     ,"You should offer more stable food quality, specifically pasta.
Because there are many postive and negative comments related to pasta."      ,"3.92592592592593"
"69"  ,"Z5Z3lzVfeuY4RShRdQiTzA",NA          ,"service"    ,"coffee"     ,NA           ,"service"    ,"food"       ,NA                                                                                         ,"You should improve the quality of service, specifically service.
Because comments related to serviceis statistically lower than your average ratings"       ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"3.68253968253968"
"70"  ,"0tGuFBrhM03I6TCLxDQhyg",NA          ,"seating"    ,"coffee"     ,NA           ,"environment","food"       ,NA                                                                                         ,"You are doing well in environment, specifically seating.
Because comments related to seatingis not statistically lower than your average ratings"   ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"3.96730245231608"
"71"  ,"WCqTQMxrRUlAhEQFoBTD4g","wrap"      ,NA           ,"chicken"    ,"food"       ,NA           ,"food"       ,"You are doing well in food, specifically wrap.
Because comments related to wrapis not statistically lower than your average ratings"      ,NA                                                                                         ,"You should offer more stable food quality, specifically chicken.
Because there are many postive and negative comments related to chicken."    ,"2.81481481481481"
"72"  ,"hdH1zkYvK8YwqDGZEUdAfQ","pizza"     ,"beer"       ,"sauce"      ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically pizza.
Because comments related to pizzais not statistically lower than your average ratings"     ,"You are doing well in food, specifically beer.
Because comments related to beeris not statistically lower than your average ratings"      ,"You should improve the quality of food, specifically sauce.
Because negative comments are mostly related to sauce."                 ,"3.92708333333333"
"73"  ,"ORhpT5x2G4hewGQn7_oWmA",NA          ,"service"    ,"breakfast"  ,NA           ,"service"    ,"food"       ,NA                                                                                         ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should offer more stable food quality, specifically breakfast.
Because there are many postive and negative comments related to breakfast."  ,"3.62121212121212"
"74"  ,"3Womhy8g-3J-VREWO31d9Q","tea"       ,"waffle"     ,"strawberry" ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically tea.
Because comments related to teais not statistically lower than your average ratings"       ,"You are doing well in food, specifically waffle.
Because comments related to waffleis not statistically lower than your average ratings"    ,"You should improve the quality of food, specifically strawberry.
Because negative comments are mostly related to strawberry."            ,"3.92452830188679"
"75"  ,"MmbmSc77aPWqHLeVwi-v6g","chocolate" ,"coffee"     ,"sandwich"   ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically chocolate.
Because comments related to chocolateis not statistically lower than your average ratings" ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You should improve the quality of food, specifically sandwich.
Because negative comments are mostly related to sandwich."              ,"3.89893617021277"
"76"  ,"MJI4pN34QTHfhblwzd3b5w","chicken"   ,"lunch"      ,"meat"       ,"food"       ,"food"       ,"food"       ,"You should improve the quality of food, specifically chicken.
Because comments related to chickenis statistically lower than your average ratings"       ,"You are doing well in food, specifically lunch.
Because comments related to lunchis not statistically lower than your average ratings"     ,"You should improve the quality of food, specifically meat.
Because negative comments are mostly related to meat."                  ,"4"
"77"  ,"uC6o9LwG3ejw4RTJjMtFVg","breakfast" ,NA           ,"service"    ,"food"       ,NA           ,"service"    ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,NA                                                                                         ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"3.85382059800664"
